type,latitude,longitude,name,address,seating_type,number_of_seats,Location,Building address,Block ID,Property ID,Base property ID,CLUE small area
Cafes and Restaurants,-37.81468,144.96022,Namoo,Ground 163 Queen Street MELBOURNE VIC 3000,Indoor,80,"-37.81866, 144.95747",South Tower Rialto 525 Collins Street MELBOURNE VIC 3000,22,705127,102104,Melbourne CBD
Cafes and Restaurants,-37.81346,144.96047,Namsan,"Shop 3, 200 Queen Street MELBOURNE VIC 3000",Indoor & Outdoor,30,"-37.81918, 144.95732",42-44 King Street MELBOURNE VIC 3000,22,105397,105397,Melbourne CBD
Cafes and Restaurants,-37.81346,144.956,NANA Australia,"Shop J, 535 Little Lonsdale Street MELBOURNE VIC 3000",Indoor & Outdoor,10,"-37.81738, 144.96121",401-403 Collins Street MELBOURNE VIC 3000,23,102095,102095,Melbourne CBD
Cafes and Restaurants,-37.81329,144.938,Nando's,Ground 1 Star Circus DOCKLANDS VIC 3008,Indoor & Outdoor,35,"-37.8173, 144.96279",351-357 Collins Street MELBOURNE VIC 3000,24,102091,102091,Melbourne CBD
Cafes and Restaurants,-37.81568,144.95614,Nando's Bourke Place,"Shop 16, LwrGround 600 Bourke Street MELBOURNE VIC 3000",Indoor & Outdoor,46,"-37.81728, 144.96244",359-373 Collins Street MELBOURNE VIC 3000,24,102092,102092,Melbourne CBD
Cafes and Restaurants,-37.81218,144.97104,Nando's Bourke Street,Ground 79 Bourke Street MELBOURNE VIC 3000,Indoor,110,"-37.81728, 144.96244",359-373 Collins Street MELBOURNE VIC 3000,24,102092,102092,Melbourne CBD
Cafes and Restaurants,-37.84556,144.97987,Nando's Chevron,17 Commercial Road MELBOURNE VIC 3004,Indoor & Outdoor,16,"-37.81728, 144.96244",359-373 Collins Street MELBOURNE VIC 3000,24,102092,102092,Melbourne CBD
Cafes and Restaurants,-37.8109,144.96284,Nando's Melbourne Central,"Shop 309, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",Indoor,122,"-37.81728, 144.96244",359-373 Collins Street MELBOURNE VIC 3000,24,102092,102092,Melbourne CBD
Cafes and Restaurants,-37.82098,144.95651,Nandos Northbank,551 Flinders Street MELBOURNE VIC 3000,Indoor & Outdoor,6,"-37.81684, 144.96356",The Mark On Collins Apartments 319-325 Collins Street MELBOURNE VIC 3000,24,110763,110763,Melbourne CBD
Cafes and Restaurants,-37.83549,144.97572,Nar Bangkok,"Shop 2, 391 St Kilda Road MELBOURNE VIC 3004",Indoor & Outdoor,48,"-37.81719, 144.96391",302-308 Flinders Lane MELBOURNE VIC 3000,24,110765,110765,Melbourne CBD
Cafes and Restaurants,-37.81281,144.97011,Nashi,"Shop W3, 111 Bourke Street MELBOURNE VIC 3000",Indoor & Outdoor,31,"-37.81719, 144.96391",302-308 Flinders Lane MELBOURNE VIC 3000,24,110765,110765,Melbourne CBD
Takeaway Food Services,-37.80081,144.96568,Nasi Lemak House,Ground 115 Grattan Street CARLTON VIC 3053,Indoor & Outdoor,12,"-37.81664, 144.96547",258-260 Flinders Lane MELBOURNE VIC 3000,25,101788,101788,Melbourne CBD
Cafes and Restaurants,-37.81738,144.96121,Natural History Bar & Grill,Part Ground 401 Collins Street MELBOURNE VIC 3000,Indoor & Outdoor,150,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
"Pubs, Taverns and Bars",-37.79554,144.95753,Naughtons Parkville Hotel,Naughtons Hotel 43-49 Royal Parade PARKVILLE VIC 3052,Indoor & Outdoor,120,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
Cafes and Restaurants,-37.81354,144.96744,Neapoli Wine Bar,30 Russell Place MELBOURNE VIC 3000,Indoor & Outdoor,20,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
Cafes and Restaurants,-37.81201,144.9646,Nelayan,265-267 Swanston Street MELBOURNE VIC 3000,Indoor,62,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
Cafes and Restaurants,-37.80895,144.96116,Nene Chicken,"Shop S2, 410 Elizabeth Street MELBOURNE VIC 3000",Indoor,18,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
Takeaway Food Services,-37.8109,144.96284,Nene Chicken Melbourne Central,"Shop 147, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",Outdoor,6,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
Cafes and Restaurants,-37.82094,144.94454,Neo Lemonade,"Tenancy 8, Gnd & Mezz 850 Collins Street DOCKLANDS VIC 3008",Indoor,60,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
"Pubs, Taverns and Bars",-37.81841,144.95223,Network Public Bar & Pizzeria,"Shop 4-5, Ground 99 Spencer Street DOCKLANDS VIC 3008",Indoor,155,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
"Pubs, Taverns and Bars",-37.81489,144.96401,New Guernica,Level 2 318-322 Little Collins Street MELBOURNE VIC 3000,Indoor,120,"-37.8166, 144.9656",252-254 Flinders Lane MELBOURNE VIC 3000,25,101789,101789,Melbourne CBD
Cafes and Restaurants,-37.81162,144.96699,New Kum Den Chinese Restaurant,Ground 7 Waratah Place MELBOURNE VIC 3000,Indoor,70,"-37.81584, 144.96633",221-231 Collins Street MELBOURNE VIC 3000,25,102079,102079,Melbourne CBD
Cafes and Restaurants,-37.79937,144.95401,New Lanna Thai,65 Flemington Road NORTH MELBOURNE VIC 3051,Indoor & Outdoor,4,"-37.81584, 144.96633",221-231 Collins Street MELBOURNE VIC 3000,25,102079,102079,Melbourne CBD
Cafes and Restaurants,-37.81247,144.96393,New Shanghai,"Shop 323, 287 Lonsdale Street MELBOURNE VIC 3000",Indoor,140,"-37.81584, 144.96633",221-231 Collins Street MELBOURNE VIC 3000,25,102079,102079,Melbourne CBD
Cafes and Restaurants,-37.79881,144.9663,New York Minute,Part 237 Faraday Street CARLTON VIC 3053,Indoor & Outdoor,20,"-37.81606, 144.96583",241-245 Collins Street MELBOURNE VIC 3000,25,102081,102081,Melbourne CBD
Cafes and Restaurants,-37.81381,144.94369,Newquay Buffet and Bar,4-6 Newquay Promenade DOCKLANDS VIC 3008,Indoor & Outdoor,130,"-37.81642, 144.9662",30-44 Manchester Lane MELBOURNE VIC 3000,25,103964,103964,Melbourne CBD
"Pubs, Taverns and Bars",-37.81364,144.97069,Nick & Nora's,11 Benson Walk MELBOURNE VIC 3000,Indoor,240,"-37.81545, 144.96876",141-165 Collins Street MELBOURNE VIC 3000,26,102073,102073,Melbourne CBD
Takeaway Food Services,-37.81636,144.98737,Nikko Sushi Noodle,Ground 80 Wellington Parade EAST MELBOURNE VIC 3002,Indoor & Outdoor,4,"-37.81547, 144.96771",189 Collins Street MELBOURNE VIC 3000,26,102078,102078,Melbourne CBD
Cafes and Restaurants,-37.81173,144.96976,Niku Ou,"Shop 9-10, UprGround 108 Bourke Street MELBOURNE VIC 3000",Indoor,70,"-37.81581, 144.96743",199-209 Collins Street MELBOURNE VIC 3000,26,109418,109418,Melbourne CBD
Cafes and Restaurants,-37.8192,144.94907,Nine Elephants Thai Restaurant,Part Ground 737 Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,38,"-37.81469, 144.97026",107-113 Collins Street MELBOURNE VIC 3000,27,102069,102069,Melbourne CBD
Cafes and Restaurants,-37.81429,144.96077,Nirankar Restaurant,Part Ground 174 Queen Street MELBOURNE VIC 3000,Indoor,110,"-37.81474, 144.97001",115-119 Collins Street MELBOURNE VIC 3000,27,102070,102070,Melbourne CBD
Cafes and Restaurants,-37.81185,144.96661,Niubi,Ground & Level 1- 3 11 Heffernan Lane MELBOURNE VIC 3000,Indoor,98,"-37.81372, 144.97371",1-9 Collins Street MELBOURNE VIC 3000,28,102057,102057,Melbourne CBD
Cafes and Restaurants,-37.80475,144.94871,Nizams Indian Restaurant,522 Victoria Street NORTH MELBOURNE VIC 3051,Indoor & Outdoor,4,"-37.81431, 144.97263",Collins Tower 25-45 Collins Street MELBOURNE VIC 3000,28,102061,102060,Melbourne CBD
Cafes and Restaurants,-37.80817,144.96176,No 1 Delicious,83 Franklin Street MELBOURNE VIC 3000,Indoor,102,"-37.81431, 144.97263",Collins Place 45 Collins Street MELBOURNE VIC 3000,28,102063,102060,Melbourne CBD
Cafes and Restaurants,-37.8057,144.96252,No 1 Delicious Hotpot And Bbq,Gnd & Bmt 551 Swanston Street CARLTON VIC 3053,Indoor,150,"-37.81431, 144.97263",Collins Place 45 Collins Street MELBOURNE VIC 3000,28,102063,102060,Melbourne CBD
Cafes and Restaurants,-37.80894,144.96261,No 1 Spicy Pot,"Shop 1, 31 A'Beckett Street MELBOURNE VIC 3000",Indoor,58,"-37.8142, 144.97395",35-47 Spring Street MELBOURNE VIC 3000,28,108978,108978,Melbourne CBD
Cafes and Restaurants,-37.83431,144.98204,No 179 Domain,179 Domain Road SOUTH YARRA VIC 3141,Indoor & Outdoor,8,"-37.81868, 144.95435",Liberty Tower 612-624 Collins Street MELBOURNE VIC 3000,31,102109,102109,Melbourne CBD
Cafes and Restaurants,-37.81546,144.97272,No 8 Exhibition Cafe,Part Ground 8 Exhibition Street MELBOURNE VIC 3000,Indoor,80,"-37.8185, 144.95494",582-606 Collins Street MELBOURNE VIC 3000,31,102110,102110,Melbourne CBD
Cafes and Restaurants,-37.81431,144.97263,No35,Part Level 35 35 Collins Street MELBOURNE VIC 3000,Indoor,200,"-37.8185, 144.95494",582-606 Collins Street MELBOURNE VIC 3000,31,102110,102110,Melbourne CBD
Cafes and Restaurants,-37.82316,144.95833,Nobu,"Shop 6, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Indoor,160,"-37.81837, 144.95542",568-580 Collins Street MELBOURNE VIC 3000,31,102112,102112,Melbourne CBD
Cafes and Restaurants,-37.81339,144.96126,Nola,Level 1 56 Hardware Lane MELBOURNE VIC 3000,Indoor,50,"-37.81787, 144.95544",585-587 Little Collins Street MELBOURNE VIC 3000,31,105942,105942,Melbourne CBD
Cafes and Restaurants,-37.81242,144.96727,Nong Tang Noodle House,"Shop 16-17, 194-200 Bourke Street MELBOURNE VIC 3000",Indoor,46,"-37.81803, 144.9549",601-611 Little Collins Street MELBOURNE VIC 3000,31,105945,105945,Melbourne CBD
Cafes and Restaurants,-37.81542,144.95361,Noodle Lab,1 Rose Lane MELBOURNE VIC 3000,Indoor,45,"-37.81818, 144.95436",613-639 Little Collins Street MELBOURNE VIC 3000,31,108968,108968,Melbourne CBD
Cafes and Restaurants,-37.81214,144.96179,Noodle Villa,279-281 Elizabeth Street MELBOURNE VIC 3000,Indoor,84,"-37.8177, 144.95681",522-534 Collins Street MELBOURNE VIC 3000,32,102115,102115,Melbourne CBD
Cafes and Restaurants,-37.8019,144.96433,Norsiah's Kitchen,"Tenancy 101D, 604 Swanston Street CARLTON VIC 3053",Indoor & Outdoor,12,"-37.81756, 144.95748",500-514 Collins Street MELBOURNE VIC 3000,32,102117,102117,Melbourne CBD
Cafes and Restaurants,-37.79558,144.9382,North End Deli,257 Macaulay Road NORTH MELBOURNE VIC 3051,Indoor & Outdoor,30,"-37.81754, 144.95833",468-478 Collins Street MELBOURNE VIC 3000,32,102119,102119,Melbourne CBD
Cafes and Restaurants,-37.80068,144.95518,North Melbourne Curry & Udon Bar,31 Blackwood Street NORTH MELBOURNE VIC 3051,Indoor,16,"-37.81754, 144.95833",468-478 Collins Street MELBOURNE VIC 3000,32,102119,102119,Melbourne CBD
Takeaway Food Services,-37.79823,144.9467,North Melbourne Fish And Chips,38 Haines Street NORTH MELBOURNE VIC 3051,Indoor,7,"-37.81643, 144.96052",Metro Apartments Banks Place 18-20 Bank Place MELBOURNE VIC 3000,33,100729,100729,Melbourne CBD
Cafes and Restaurants,-37.81719,144.96391,Northeast China Family,302 Flinders Lane MELBOURNE VIC 3000,Indoor,124,"-37.81669, 144.96065",4-10 Bank Place MELBOURNE VIC 3000,33,100731,100731,Melbourne CBD
Cafes and Restaurants,-37.81493,144.96292,Nosh,352 Little Collins Street MELBOURNE VIC 3000,Indoor,30,"-37.81669, 144.96065",4-10 Bank Place MELBOURNE VIC 3000,33,100731,100731,Melbourne CBD
Cafes and Restaurants,-37.78112,144.93992,Noughts and Crosses Cafe,Kiosk 11-49 Galada Avenue PARKVILLE VIC 3052,Indoor & Outdoor,20,"-37.8173, 144.95944",446-452 Collins Street MELBOURNE VIC 3000,33,102123,102123,Melbourne CBD
Cafes and Restaurants,-37.81813,144.94735,Noulboo,768A Bourke Street DOCKLANDS VIC 3008,Indoor,98,"-37.8173, 144.95944",446-452 Collins Street MELBOURNE VIC 3000,33,102123,102123,Melbourne CBD
Cafes and Restaurants,-37.82163,144.944,Nourish-D,"Tenancy 1, 859 Collins Street DOCKLANDS VIC 3008",Indoor & Outdoor,55,"-37.8173, 144.95944",446-452 Collins Street MELBOURNE VIC 3000,33,102123,102123,Melbourne CBD
Takeaway Food Services,-37.81374,144.96662,Nusantara,"Shop 27, 239 Bourke Street MELBOURNE VIC 3000",Indoor,16,"-37.8168, 144.96",Temple Court 422-428 Collins Street MELBOURNE VIC 3000,33,102125,102125,Melbourne CBD
"Pubs, Taverns and Bars",-37.81778,144.96082,Oak & Vine Bar,"Unit 1R, Ground 60 Market Street MELBOURNE VIC 3000",Indoor,120,"-37.81625, 144.96054",425-427 Little Collins Street MELBOURNE VIC 3000,33,105933,105933,Melbourne CBD
Cafes and Restaurants,-37.81778,144.96082,Oak and Vine,"Unit 2R, Ground 60 Market Street MELBOURNE VIC 3000",Indoor,68,"-37.81625, 144.96054",425-427 Little Collins Street MELBOURNE VIC 3000,33,105933,105933,Melbourne CBD
Cafes and Restaurants,-37.8173,144.96279,O-Bento,"Tenancy 8, 1 Fulham Place MELBOURNE VIC 3000",Indoor & Outdoor,8,"-37.81628, 144.96045",429 Little Collins Street MELBOURNE VIC 3000,33,105934,105934,Melbourne CBD
Takeaway Food Services,-37.81302,144.95766,Octane Espresso Bar,Forecourt 250 William Street MELBOURNE VIC 3000,Outdoor,20,"-37.81631, 144.96034",433 Little Collins Street MELBOURNE VIC 3000,33,105936,105936,Melbourne CBD
